observationcode,obs_value,observationstatus,data_source
4139,98.8353,"Normal value",UIS
4140,99.0407,"Normal value",UIS
4141,99.4008,"Normal value",UIS
4142,99.4992,"Normal value",UIS
4143,99.5035,"Normal value",UIS
4144,99.6508,"Normal value",UIS
4145,99.7046,"Normal value",UIS
4146,99.69,"Estimated value",UIS
4147,99.7413,"Normal value",UIS
4148,99.7996,"Normal value",UIS
4149,99.81,"Estimated value",UIS
4150,99.6956,"Normal value",UIS
4151,99.7518,"Normal value",UIS
4152,99.75,"Estimated value",UIS
4153,64.0544,"Normal value",UIS
4154,73.5606,"Normal value",UIS
4155,74.6824,"Normal value",UIS
4156,78.7398,"Normal value",UIS
4157,67.0538,"Estimated value",UIS
4158,90.5011,"Normal value",UIS
4159,78.8158,"Normal value",UIS
4160,88.062,"Normal value",UIS
4161,82.5993,"Normal value",UIS
4162,89.1875,"Normal value",UIS
4163,77.2727,"Estimated value",UIS
4164,94.4044,"Normal value",UIS
4165,71.1336,"Normal value",UIS
4166,80.5986,"Normal value",UIS
4167,78.458,"Normal value",UIS
4168,83.9311,"Normal value",UIS
4169,72.0562,"Estimated value",UIS
4170,92.4626,"Normal value",UIS
4171,99.8209,"Normal value",UIS
4172,99.7833,"Normal value",UIS
4173,99.8701,"Normal value",UIS
4174,99.7501,"Normal value",UIS
4175,99.7182,"Normal value",UIS
4176,99.8022,"Normal value",UIS
4177,99.7844,"Normal value",UIS
4178,99.7503,"Normal value",UIS
4179,99.8354,"Normal value",UIS
4180,99.0823,"Normal value",UIS
4181,99.3367,"Normal value",UIS
4182,99.839,"Estimated value",UIS
4183,98.3961,"Normal value",UIS
4184,99.1617,"Normal value",UIS
4185,99.6627,"Estimated value",UIS
4186,98.7148,"Normal value",UIS
4187,99.2433,"Normal value",UIS
4188,99.7518,"Estimated value",UIS
4189,84.8256,"Normal value",UIS
4190,74.185,"Estimated value",UIS
4191,79.608,"Estimated value",UIS
4192,97.4961,"Normal value",UIS
4193,92.0939,"Estimated value",UIS
4194,93.9699,"Estimated value",UIS
4195,90.9269,"Normal value",UIS
4196,83.1944,"Estimated value",UIS
4197,86.6322,"Estimated value",UIS
4198,62.8273,"Normal value",UIS
4199,63.451,"Estimated value",UIS
4200,64.9571,"Estimated value",UIS
4201,47.6338,"Normal value",UIS
4202,49.0741,"Estimated value",UIS
4203,55.3987,"Estimated value",UIS
4204,33.7246,"Normal value",UIS
4205,37.1703,"Estimated value",UIS
4206,45.6387,"Estimated value",UIS
4207,89.3379,"Normal value",UIS
4208,97.9,"Estimated value",UIS
4209,97.852,"Normal value",UIS
4210,99.42,"Estimated value",UIS
4211,80.3106,"Normal value",UIS
4212,99.7085,"Normal value",UIS
4213,99.7424,"Normal value",UIS
4214,99.8666,"Normal value",UIS
4215,99.6738,"Normal value",UIS
4216,99.7017,"Normal value",UIS
4217,99.8558,"Normal value",UIS
4218,99.6412,"Normal value",UIS
4219,99.6622,"Normal value",UIS
4220,99.8455,"Normal value",UIS
4221,95.1424,"Normal value",UIS
4222,99.4301,"Normal value",UIS
4223,99.587,"Normal value",UIS
4224,99.655,"Normal value",UIS
4225,99.7269,"Normal value",UIS
4226,94.2051,"Normal value",UIS
4227,99.8102,"Normal value",UIS
4228,99.6997,"Normal value",UIS
4229,99.6901,"Normal value",UIS
4230,99.8662,"Normal value",UIS
4231,94.7031,"Normal value",UIS
4232,99.6335,"Normal value",UIS
4233,99.6442,"Normal value",UIS
4234,99.6729,"Normal value",UIS
4235,99.7987,"Normal value",UIS
4236,68.1862,"Normal value",UIS
4237,63.9671,"Estimated value",UIS
4238,75.3038,"Normal value",UIS
4239,80.678,"Estimated value",UIS
4240,70.2362,"Normal value",UIS
4241,64.9402,"Estimated value",UIS
4242,76.8292,"Normal value",UIS
4243,81.1984,"Estimated value",UIS
4244,72.6545,"Normal value",UIS
4245,65.9148,"Estimated value",UIS
4246,78.4125,"Normal value",UIS
4247,81.7198,"Estimated value",UIS
4248,59.0177,"Normal value",UIS
4249,76.0075,"Normal value",UIS
4250,72.1396,"Estimated value",UIS
4251,76.0819,"Estimated value",UIS
4252,72.9356,"Estimated value",UIS
4253,70.4407,"Normal value",UIS
4254,82.0912,"Normal value",UIS
4255,74.2692,"Estimated value",UIS
4256,78.7847,"Estimated value",UIS
4257,72.4917,"Estimated value",UIS
4258,49.1281,"Normal value",UIS
4259,70.7007,"Normal value",UIS
4260,69.9817,"Estimated value",UIS
4261,73.3324,"Estimated value",UIS
4262,73.3858,"Estimated value",UIS
4263,89.4959,"Normal value",UIS
4264,95.9064,"Normal value",UIS
4265,97.2081,"Normal value",UIS
4266,98.381,"Normal value",UIS
4267,97.3907,"Normal value",UIS
4268,86.5315,"Normal value",UIS
4269,95.2221,"Normal value",UIS
4270,97.2677,"Normal value",UIS
4271,98.4583,"Normal value",UIS
4272,97.8576,"Normal value",UIS
4273,87.9686,"Normal value",UIS
4274,95.5639,"Normal value",UIS
4275,97.2378,"Normal value",UIS
4276,98.4187,"Normal value",UIS
4277,97.6145,"Normal value",UIS
4278,85.609,"Normal value",UIS
4279,95.5362,"Normal value",UIS
4280,98.1996,"Normal value",UIS
4281,98.1701,"Normal value",UIS
4282,99.301,"Normal value",UIS
4283,99.2684,"Normal value",UIS
4284,98.7536,"Normal value",UIS
4285,87.1193,"Normal value",UIS
4286,96.176,"Normal value",UIS
4287,98.3155,"Normal value",UIS
4288,98.2986,"Normal value",UIS
4289,99.3606,"Normal value",UIS
4290,99.4396,"Normal value",UIS
4291,99.0886,"Normal value",UIS
4292,84.1304,"Normal value",UIS
4293,94.8872,"Normal value",UIS
4294,98.0773,"Normal value",UIS
4295,98.0344,"Normal value",UIS
4296,99.2402,"Normal value",UIS
4297,99.0813,"Normal value",UIS
4298,98.3912,"Normal value",UIS
4299,19.6462,"Normal value",UIS
4300,24.1867,"Normal value",UIS
4301,38.8161,"Normal value",UIS
4302,44.3017,"Normal value",UIS
4303,47.137,"Normal value",UIS
4304,49.3665,"Normal value",UIS
4305,50.1347,"Normal value",UIS
4306,13.4747,"Normal value",UIS
4307,16.8607,"Normal value",UIS
4308,30.7985,"Normal value",UIS
4309,33.9457,"Normal value",UIS
4310,39.0086,"Normal value",UIS
4311,39.2078,"Normal value",UIS
4312,43.3981,"Normal value",UIS
4313,26.6656,"Normal value",UIS
4314,32.2512,"Normal value",UIS
4315,47.38,"Normal value",UIS
4316,56.3713,"Normal value",UIS
4317,56.315,"Normal value",UIS
4318,60.5255,"Normal value",UIS
4319,57.8333,"Normal value",UIS
4320,96.93,"Estimated value",UIS
4321,94.3651,"Normal value",UIS
4322,97.4598,"Normal value",UIS
4323,98.404,"Normal value",UIS
4324,99.057,"Estimated value",UIS
4325,97.867,"Estimated value",UIS
4326,96.0323,"Normal value",UIS
4327,98.265,"Normal value",UIS
4328,98.8819,"Normal value",UIS
4329,99.3007,"Estimated value",UIS
4330,98.8708,"Estimated value",UIS
4331,97.8065,"Normal value",UIS
4332,99.1107,"Normal value",UIS
4333,99.3866,"Normal value",UIS
4334,99.5609,"Estimated value",UIS
4335,98.1697,"Normal value",UIS
4336,98.4588,"Normal value",UIS
4337,98.7567,"Normal value",UIS
4338,98.5362,"Normal value",UIS
4339,99.3,"Estimated value",UIS
4340,99.7,"Estimated value",UIS
4341,98.863,"Normal value",UIS
4342,99.2089,"Normal value",UIS
4343,99.88,"Estimated value",UIS
4344,55.4837,"Normal value",UIS
4345,47.7124,"Estimated value",UIS
4346,56.7607,"Estimated value",UIS
4347,67.7327,"Normal value",UIS
4348,66.3999,"Estimated value",UIS
4349,70.9363,"Estimated value",UIS
4350,61.3367,"Normal value",UIS
4351,56.1224,"Estimated value",UIS
4352,63.9478,"Estimated value",UIS
4353,91.7059,"Normal value",UIS
4354,95.3619,"Normal value",UIS
4355,98.5759,"Normal value",UIS
4356,99.3534,"Estimated value",UIS
4357,91.192,"Normal value",UIS
4358,94.539,"Normal value",UIS
4359,98.1303,"Normal value",UIS
4360,99.042,"Estimated value",UIS
4361,90.6956,"Normal value",UIS
4362,93.7218,"Normal value",UIS
4363,97.6891,"Normal value",UIS
4364,98.738,"Estimated value",UIS
4365,91.9472,"Normal value",UIS
4366,95.4182,"Normal value",UIS
4367,96.6123,"Normal value",UIS
4368,97.6046,"Normal value",UIS
4369,97.5644,"Normal value",UIS
4370,97.6358,"Normal value",UIS
4371,97.8957,"Normal value",UIS
4372,98.1561,"Normal value",UIS
4373,98.3823,"Normal value",UIS
4374,98.5247,"Normal value",UIS
4375,98.4345,"Normal value",UIS
4376,98.4618,"Estimated value",UIS
4377,98.8754,"Normal value",UIS
4378,98.5645,"Normal value",UIS
4379,99,"Normal value",UIS
4380,98.9447,"Normal value",UIS
4381,99.1162,"Normal value",UIS
4382,99.1247,"Normal value",UIS
4383,99.3185,"Normal value",UIS
4384,90.8609,"Normal value",UIS
4385,94.9032,"Normal value",UIS
4386,96.4824,"Normal value",UIS
4387,97.2721,"Normal value",UIS
4388,97.6079,"Normal value",UIS
4389,97.6279,"Normal value",UIS
4390,97.6917,"Normal value",UIS
4391,98.1161,"Normal value",UIS
4392,98.3564,"Normal value",UIS
4393,98.3816,"Normal value",UIS
4394,98.4921,"Normal value",UIS
4395,98.5067,"Estimated value",UIS
4396,99.0296,"Normal value",UIS
4397,98.6019,"Normal value",UIS
4398,99.0795,"Normal value",UIS
4399,99.015,"Normal value",UIS
4400,99.2072,"Normal value",UIS
4401,99.1684,"Normal value",UIS
4402,99.3885,"Normal value",UIS
4403,93.0872,"Normal value",UIS
4404,95.9635,"Normal value",UIS
4405,96.7512,"Normal value",UIS
4406,97.9407,"Normal value",UIS
4407,97.5173,"Normal value",UIS
4408,97.6442,"Normal value",UIS
4409,98.1061,"Normal value",UIS
4410,98.1989,"Normal value",UIS
4411,98.4097,"Normal value",UIS
4412,98.67,"Normal value",UIS
4413,98.3756,"Normal value",UIS
4414,98.4166,"Estimated value",UIS
4415,98.7204,"Normal value",UIS
4416,98.5268,"Normal value",UIS
4417,98.9222,"Normal value",UIS
4418,98.8735,"Normal value",UIS
4419,99.0259,"Normal value",UIS
4420,99.0813,"Normal value",UIS
4421,99.2486,"Normal value",UIS
4422,97.7101,"Normal value",UIS
4423,98.4603,"Normal value",UIS
4424,98.63,"Estimated value",UIS
4425,96.9986,"Normal value",UIS
4426,98.0218,"Normal value",UIS
4427,98.19,"Estimated value",UIS
4428,98.4319,"Normal value",UIS
4429,98.9087,"Normal value",UIS
4430,99.08,"Estimated value",UIS
4431,99.1471,"Estimated value",UIS
4432,99.2648,"Estimated value",UIS
4433,99.4579,"Normal value",UIS
4434,99.3608,"Normal value",UIS
4435,99.23,"Estimated value",UIS
4436,98.7301,"Estimated value",UIS
4437,99.1459,"Estimated value",UIS
4438,99.4103,"Normal value",UIS
4439,99.2118,"Normal value",UIS
4440,99.11,"Estimated value",UIS
4441,98.2852,"Estimated value",UIS
4442,98.9892,"Estimated value",UIS
4443,99.3606,"Normal value",UIS
4444,99.0526,"Normal value",UIS
4445,98.97,"Estimated value",UIS
4446,30.9509,"Normal value",UIS
4447,45.9964,"Normal value",UIS
4448,60.4929,"Normal value",UIS
4449,69.8981,"Normal value",UIS
4450,72.1452,"Normal value",UIS
4451,74.0343,"Normal value",UIS
4452,87.7834,"Estimated value",UIS
4453,97.4,"Estimated value",UIS
4454,58.1169,"Normal value",UIS
4455,71.3849,"Normal value",UIS
4456,80.8027,"Normal value",UIS
4457,85.8053,"Normal value",UIS
4458,86.7286,"Normal value",UIS
4459,88.8294,"Normal value",UIS
4460,94.6272,"Estimated value",UIS
4461,98.04,"Estimated value",UIS
4462,44.1379,"Normal value",UIS
4463,58.4349,"Normal value",UIS
4464,70.4576,"Normal value",UIS
4465,77.863,"Normal value",UIS
4466,79.4737,"Normal value",UIS
4467,81.5101,"Normal value",UIS
4468,91.221,"Estimated value",UIS
4469,97.73,"Estimated value",UIS
4470,43.6444,"Normal value",UIS
4471,46.97,"Normal value",UIS
4472,61.8929,"Normal value",UIS
4473,67.1496,"Normal value",UIS
4474,70.5251,"Normal value",UIS
4475,70.9125,"Normal value",UIS
4476,63.9542,"Normal value",UIS
4477,59.4527,"Normal value",UIS
4478,74.3605,"Normal value",UIS
4479,79.8404,"Normal value",UIS
4480,79.0671,"Normal value",UIS
4481,77.2602,"Normal value",UIS
4482,25.1154,"Normal value",UIS
4483,36.5531,"Normal value",UIS
4484,50.0389,"Normal value",UIS
4485,56.5401,"Normal value",UIS
4486,62.667,"Normal value",UIS
4487,65.4898,"Normal value",UIS
4488,81.3442,"Normal value",UIS
4489,93.4712,"Normal value",UIS
4490,84.4138,"Estimated value",UIS
4491,84.8971,"Normal value",UIS
4492,94.5863,"Normal value",UIS
4493,84.7512,"Estimated value",UIS
4494,88.5658,"Normal value",UIS
4495,95.7881,"Normal value",UIS
4496,85.1197,"Estimated value",UIS
4497,88.1124,"Normal value",UIS
4498,92.4244,"Normal value",UIS
4499,87.0954,"Estimated value",UIS
4500,94.4194,"Normal value",UIS
4501,95.1649,"Estimated value",UIS
4502,90.4172,"Normal value",UIS
4503,93.6325,"Normal value",UIS
4504,90.6154,"Estimated value",UIS
4505,95.3463,"Normal value",UIS
4506,96.1984,"Estimated value",UIS
4507,85.7027,"Normal value",UIS
4508,91.1483,"Normal value",UIS
4509,83.2386,"Estimated value",UIS
4510,93.4585,"Normal value",UIS
4511,94.1094,"Estimated value",UIS
4512,14.9666,"Normal value",UIS
4513,32.6664,"Normal value",UIS
4514,60.1438,"Normal value",UIS
4515,80.2068,"Normal value",UIS
4516,90.8835,"Estimated value",UIS
4517,30.0385,"Normal value",UIS
4518,49.6037,"Normal value",UIS
4519,70.0536,"Normal value",UIS
4520,84.7571,"Normal value",UIS
4521,92.3938,"Estimated value",UIS
4522,45.0961,"Normal value",UIS
4523,68.2296,"Normal value",UIS
4524,80.616,"Normal value",UIS
4525,89.884,"Normal value",UIS
4526,94.0343,"Estimated value",UIS
4527,97.9616,"Normal value",UIS
4528,98.861,"Normal value",UIS
4529,99.142,"Estimated value",UIS
4530,97.4642,"Normal value",UIS
4531,98.757,"Normal value",UIS
4532,99.0929,"Estimated value",UIS
4533,97.0025,"Normal value",UIS
4534,98.6569,"Normal value",UIS
4535,99.0452,"Estimated value",UIS
4536,99.18,"Estimated value",UIS
4537,86.2225,"Normal value",UIS
4538,87.0092,"Normal value",UIS
4539,91.5718,"Estimated value",UIS
4540,88.8179,"Normal value",UIS
4541,88.8425,"Normal value",UIS
4542,93.6019,"Estimated value",UIS
4543,83.63,"Normal value",UIS
4544,85.1556,"Normal value",UIS
4545,89.6428,"Estimated value",UIS
4546,19.7912,"Normal value",UIS
4547,36.5468,"Normal value",UIS
4548,39.7877,"Normal value",UIS
4549,26.2301,"Normal value",UIS
4550,52.4495,"Normal value",UIS
4551,48.5572,"Normal value",UIS
4552,14.2336,"Normal value",UIS
4553,23.1974,"Normal value",UIS
4554,31.6439,"Normal value",UIS
4555,81.356,"Normal value",UIS
4556,78.128,"Normal value",UIS
4557,75.5659,"Estimated value",UIS
4558,81.5806,"Estimated value",UIS
4559,71.1891,"Normal value",UIS
4560,68.9938,"Normal value",UIS
4561,66.3835,"Estimated value",UIS
4562,75.0287,"Estimated value",UIS
4563,62.4878,"Normal value",UIS
4564,60.5094,"Normal value",UIS
4565,57.9539,"Estimated value",UIS
4566,68.2626,"Estimated value",UIS
4567,98.8612,"Normal value",UIS
4568,98.7427,"Normal value",UIS
4569,98.6,"Estimated value",UIS
4570,98.5669,"Normal value",UIS
4571,98.4854,"Normal value",UIS
4572,98.5,"Estimated value",UIS
4573,99.1445,"Normal value",UIS
4574,98.9854,"Normal value",UIS
4575,98.76,"Estimated value",UIS
4576,97.2813,"Normal value",UIS
4577,97.6298,"Normal value",UIS
4578,97.7437,"Normal value",UIS
4579,99.0943,"Estimated value",UIS
4580,99.1537,"Normal value",UIS
4581,98.7036,"Normal value",UIS
4582,98.6624,"Normal value",UIS
4583,98.6178,"Normal value",UIS
4584,97.8651,"Normal value",UIS
4585,97.6341,"Normal value",UIS
4586,97.4056,"Normal value",UIS
4587,99.1306,"Estimated value",UIS
4588,99.4341,"Normal value",UIS
4589,98.5148,"Normal value",UIS
4590,98.4644,"Normal value",UIS
4591,98.3566,"Normal value",UIS
4592,96.6615,"Normal value",UIS
4593,97.625,"Normal value",UIS
4594,98.1651,"Normal value",UIS
4595,99.0566,"Estimated value",UIS
4596,98.7533,"Normal value",UIS
4597,98.9804,"Normal value",UIS
4598,98.9564,"Normal value",UIS
4599,98.9794,"Normal value",UIS
4600,23.833,"Normal value",UIS
4601,43.1141,"Normal value",UIS
4602,53.0886,"Normal value",UIS
4603,58.3706,"Normal value",UIS
4604,61.2499,"Normal value",UIS
4605,61.4627,"Normal value",UIS
4606,62.2984,"Normal value",UIS
4607,63.1368,"Normal value",UIS
4608,64.4741,"Normal value",UIS
4609,63.438,"Normal value",UIS
4610,65.5478,"Normal value",UIS
4611,67.5371,"Normal value",UIS
4612,34.7834,"Normal value",UIS
4613,55.3305,"Normal value",UIS
4614,65.0866,"Normal value",UIS
4615,69.1658,"Normal value",UIS
4616,71.1129,"Normal value",UIS
4617,70.6763,"Normal value",UIS
4618,71.2596,"Normal value",UIS
4619,70.7693,"Normal value",UIS
4620,72.5834,"Normal value",UIS
4621,71.6362,"Normal value",UIS
4622,72.7954,"Normal value",UIS
4623,74.5264,"Normal value",UIS
4624,44.5029,"Normal value",UIS
4625,67.1494,"Normal value",UIS
4626,76.6517,"Normal value",UIS
4627,79.1022,"Normal value",UIS
4628,79.4201,"Normal value",UIS
4629,79.1443,"Normal value",UIS
4630,79.5041,"Normal value",UIS
4631,78.0424,"Normal value",UIS
4632,80.2883,"Normal value",UIS
4633,79.4038,"Normal value",UIS
4634,79.766,"Normal value",UIS
4635,81.2635,"Normal value",UIS
4636,94.2758,"Normal value",UIS
4637,99.8384,"Estimated value",UIS
4638,98.6644,"Normal value",UIS
4639,94.3577,"Normal value",UIS
4640,99.8295,"Estimated value",UIS
4641,99.1705,"Normal value",UIS
4642,94.1936,"Normal value",UIS
4643,99.7696,"Estimated value",UIS
4644,98.2456,"Normal value",UIS
4645,95.9275,"Normal value",UIS
4646,95.3939,"Normal value",UIS
4647,96.5305,"Normal value",UIS
4648,97.9345,"Normal value",UIS
4649,99.3122,"Normal value",UIS
4650,96.1062,"Normal value",UIS
4651,95.0868,"Normal value",UIS
4652,96.0798,"Normal value",UIS
4653,97.6385,"Normal value",UIS
4654,99.0991,"Normal value",UIS
4655,96.284,"Normal value",UIS
4656,94.7778,"Normal value",UIS
4657,95.6227,"Normal value",UIS
4658,97.3369,"Normal value",UIS
4659,98.8743,"Normal value",UIS
4660,69.1337,"Normal value",UIS
4661,64.57,"Estimated value",UIS
4662,66.679,"Normal value",UIS
4663,67.9,"Estimated value",UIS
4664,64.0581,"Normal value",UIS
4665,71.4,"Estimated value",UIS
4666,89.5879,"Normal value",UIS
4667,95.6073,"Normal value",UIS
4668,98.7945,"Normal value",UIS
4669,97.9642,"Normal value",UIS
4670,98.4973,"Normal value",UIS
4671,98.6105,"Normal value",UIS
4672,98.1779,"Normal value",UIS
4673,98.8991,"Normal value",UIS
4674,98.7138,"Normal value",UIS
4675,98.6536,"Normal value",UIS
4676,98.4506,"Normal value",UIS
4677,98.2815,"Normal value",UIS
4678,90.1733,"Normal value",UIS
4679,95.8568,"Normal value",UIS
4680,98.8097,"Normal value",UIS
4681,98.0415,"Normal value",UIS
4682,98.5003,"Normal value",UIS
4683,98.2512,"Normal value",UIS
4684,98.5959,"Normal value",UIS
4685,98.9637,"Normal value",UIS
4686,98.3538,"Normal value",UIS
4687,98.2077,"Normal value",UIS
4688,97.7324,"Normal value",UIS
4689,89.0012,"Normal value",UIS
4690,95.3614,"Normal value",UIS
4691,98.7792,"Normal value",UIS
4692,98.2323,"Normal value",UIS
4693,98.9883,"Normal value",UIS
4694,98.7288,"Normal value",UIS
4695,98.1038,"Normal value",UIS
4696,99.2046,"Normal value",UIS
4697,98.4634,"Normal value",UIS
4698,98.9689,"Normal value",UIS
4699,98.7038,"Normal value",UIS
4700,98.8678,"Normal value",UIS
4701,96.5133,"Normal value",UIS
4702,96.9855,"Normal value",UIS
4703,97.803,"Normal value",UIS
4704,97.9213,"Normal value",UIS
4705,98.5127,"Normal value",UIS
4706,98.0133,"Normal value",UIS
4707,98.7193,"Normal value",UIS
4708,99.1571,"Normal value",UIS
4709,99.2397,"Normal value",UIS
4710,99.0889,"Normal value",UIS
4711,99.256,"Normal value",UIS
4712,99.0792,"Normal value",UIS
4713,93.1198,"Normal value",UIS
4714,95.3666,"Normal value",UIS
4715,96.7556,"Normal value",UIS
4716,97.1238,"Normal value",UIS
4717,97.7571,"Normal value",UIS
4718,97.3562,"Normal value",UIS
4719,98.6982,"Normal value",UIS
4720,98.9775,"Normal value",UIS
4721,99.0095,"Normal value",UIS
4722,98.8835,"Normal value",UIS
4723,99.0575,"Normal value",UIS
4724,99.0238,"Normal value",UIS
4725,89.7637,"Normal value",UIS
4726,93.7862,"Normal value",UIS
4727,95.656,"Normal value",UIS
4728,96.2878,"Normal value",UIS
4729,96.9576,"Normal value",UIS
4730,96.7052,"Normal value",UIS
4731,98.6758,"Normal value",UIS
4732,98.7897,"Normal value",UIS
4733,98.7729,"Normal value",UIS
4734,98.6722,"Normal value",UIS
4735,98.8531,"Normal value",UIS
4736,98.967,"Normal value",UIS
4737,92.469,"Normal value",UIS
4738,96.8777,"Normal value",UIS
4739,96.2819,"Normal value",UIS
4740,95.7203,"Normal value",UIS
4741,96.5806,"Normal value",UIS
4742,98.4915,"Normal value",UIS
4743,98.8154,"Normal value",UIS
4744,99.2667,"Normal value",UIS
4745,91.789,"Normal value",UIS
4746,96.5781,"Normal value",UIS
4747,96.0368,"Normal value",UIS
4748,95.0898,"Normal value",UIS
4749,95.0572,"Normal value",UIS
4750,97.7508,"Normal value",UIS
4751,98.1084,"Normal value",UIS
4752,99.0826,"Normal value",UIS
4753,91.0633,"Normal value",UIS
4754,96.2767,"Normal value",UIS
4755,95.8155,"Normal value",UIS
4756,94.4583,"Normal value",UIS
4757,93.5783,"Normal value",UIS
4758,97.02,"Normal value",UIS
4759,97.4254,"Normal value",UIS
4760,98.9042,"Normal value",UIS
4761,99.7787,"Normal value",UIS
4762,99.7787,"Estimated value",UIS
4763,99.7968,"Normal value",UIS
4764,99.7968,"Estimated value",UIS
4765,99.8158,"Normal value",UIS
4766,99.8158,"Estimated value",UIS
4767,98.2221,"Normal value",UIS
4768,99.2579,"Normal value",UIS
4769,99.4796,"Normal value",UIS
4770,99.7016,"Estimated value",UIS
4771,97.9414,"Normal value",UIS
4772,99.1995,"Normal value",UIS
4773,99.4351,"Normal value",UIS
4774,99.6639,"Estimated value",UIS
4775,97.6643,"Normal value",UIS
4776,99.1425,"Normal value",UIS
4777,99.3918,"Normal value",UIS
4778,99.6266,"Estimated value",UIS
4779,93.7459,"Normal value",UIS
4780,93.1669,"Normal value",UIS
4781,98.8342,"Normal value",UIS
4782,92.3898,"Normal value",UIS
4783,94.3974,"Normal value",UIS
4784,94.1121,"Normal value",UIS
4785,98.8542,"Normal value",UIS
4786,92.3897,"Normal value",UIS
4787,93.0183,"Normal value",UIS
4788,92.2239,"Normal value",UIS
4789,98.8146,"Normal value",UIS
4790,92.39,"Normal value",UIS
4791,88.5273,"Normal value",UIS
4792,94.1228,"Normal value",UIS
4793,94.8859,"Normal value",UIS
4794,99.0952,"Normal value",UIS
4795,95.3186,"Normal value",UIS
4796,97.7018,"Normal value",UIS
4797,90.3066,"Estimated value",UIS
4798,92.6837,"Estimated value",UIS
4799,94.8064,"Estimated value",UIS
4800,94.0699,"Estimated value",UIS
4801,91.2305,"Normal value",UIS
4802,95.8093,"Normal value",UIS
4803,97.54,"Normal value",UIS
4804,98.9652,"Normal value",UIS
4805,96.885,"Normal value",UIS
4806,97.9462,"Normal value",UIS
4807,95.7988,"Estimated value",UIS
4808,96.3485,"Estimated value",UIS
4809,97.2648,"Estimated value",UIS
4810,96.1147,"Estimated value",UIS
4811,89.5429,"Normal value",UIS
4812,94.7907,"Normal value",UIS
4813,95.9207,"Normal value",UIS
4814,99.0601,"Normal value",UIS
4815,95.687,"Normal value",UIS
4816,97.7592,"Normal value",UIS
4817,91.7936,"Estimated value",UIS
4818,93.6445,"Estimated value",UIS
4819,95.4637,"Estimated value",UIS
4820,94.6441,"Estimated value",UIS
4821,99.7293,"Normal value",UIS
4822,99.5251,"Normal value",UIS
4823,99.4562,"Normal value",UIS
4824,99.811,"Normal value",UIS
4825,99.7202,"Normal value",UIS
4826,99.4032,"Normal value",UIS
4827,99.3378,"Normal value",UIS
4828,99.8067,"Normal value",UIS
4829,99.7385,"Normal value",UIS
4830,99.6516,"Normal value",UIS
4831,99.5858,"Normal value",UIS
4832,99.8155,"Normal value",UIS
4833,99.0321,"Normal value",UIS
4834,97.7795,"Normal value",UIS
4835,98.9762,"Normal value",UIS
4836,99.4397,"Estimated value",UIS
4837,99.1075,"Normal value",UIS
4838,97.7615,"Normal value",UIS
4839,98.9957,"Normal value",UIS
4840,99.4292,"Estimated value",UIS
4841,99.1801,"Normal value",UIS
4842,97.7442,"Normal value",UIS
4843,99.0141,"Normal value",UIS
4844,99.4194,"Estimated value",UIS
4845,99.7495,"Normal value",UIS
4846,99.7713,"Normal value",UIS
4847,99.758,"Normal value",UIS
4848,99.7491,"Estimated value",UIS
4849,99.691,"Normal value",UIS
4850,99.6791,"Normal value",UIS
4851,99.6628,"Normal value",UIS
4852,99.65,"Estimated value",UIS
4853,99.7196,"Normal value",UIS
4854,99.7246,"Normal value",UIS
4855,99.7096,"Normal value",UIS
4856,99.6984,"Estimated value",UIS
4857,59.6562,"Normal value",UIS
4858,78.5222,"Normal value",UIS
4859,76.6586,"Estimated value",UIS
4860,81.12,"Normal value",UIS
4861,83.8141,"Normal value",UIS
4862,84.3259,"Normal value",UIS
4863,44.6916,"Normal value",UIS
4864,76.8626,"Normal value",UIS
4865,77.9725,"Estimated value",UIS
4866,83.4874,"Normal value",UIS
4867,86.2623,"Normal value",UIS
4868,88.5018,"Normal value",UIS
4869,52.2619,"Normal value",UIS
4870,74.8965,"Normal value",UIS
4871,77.6203,"Normal value",UIS
4872,77.3446,"Estimated value",UIS
4873,82.3307,"Normal value",UIS
4874,85.0662,"Normal value",UIS
4875,86.4928,"Normal value",UIS
4876,95.6645,"Normal value",UIS
4877,97.52,"Normal value",UIS
4878,93.7972,"Normal value",UIS
4879,97.9976,"Normal value",UIS
4880,97.9629,"Normal value",UIS
4881,97.9248,"Normal value",UIS
4882,98.95,"Normal value",UIS
4883,99.458,"Normal value",UIS
4884,99.4358,"Estimated value",UIS
4885,99.0444,"Normal value",UIS
4886,99.2357,"Normal value",UIS
4887,99.1235,"Estimated value",UIS
4888,99.12,"Normal value",UIS
4889,99.0296,"Normal value",UIS
4890,98.8415,"Estimated value",UIS
4891,90.8199,"Normal value",UIS
4892,95.8085,"Normal value",UIS
4893,95.974,"Normal value",UIS
4894,83.0563,"Estimated value",UIS
4895,97.1208,"Normal value",UIS
4896,97.7125,"Estimated value",UIS
4897,82.3992,"Normal value",UIS
4898,93.85,"Normal value",UIS
4899,95.4155,"Normal value",UIS
4900,80.2032,"Estimated value",UIS
4901,96.7384,"Normal value",UIS
4902,97.7825,"Estimated value",UIS
4903,74.0577,"Normal value",UIS
4904,91.8526,"Normal value",UIS
4905,94.8526,"Normal value",UIS
4906,77.3373,"Estimated value",UIS
4907,96.3509,"Normal value",UIS
4908,97.8542,"Estimated value",UIS
4909,81.0738,"Normal value",UIS
4910,93.7131,"Normal value",UIS
4911,94.6757,"Normal value",UIS
